IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,SpatialDimValueCode,Location,Period type,Period,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,Dim2 type,Dim2,Dim2ValueCode,Dim3 type,Dim3,Dim3ValueCode,DataSourceDimValueCode,DataSource,FactValueNumericPrefix,FactValueNumeric,FactValueUoM,FactValueNumericLowPrefix,FactValueNumericLow,FactValueNumericHighPrefix,FactValueNumericHigh,Value,FactValueTranslationID,FactComments,Language,DateModified
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),text,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,2013,false,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Q1 (Poorest),WEALTHQUINTILE_WQ1,,,,97.22,,,85.5,,110.1,97.2 [85.5-110.1],,,EN,2025-04-14T18:30:00.000Z
CM_01,Number of under-five deaths,numeric,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,2013,false,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Q5 (Richest),WEALTHQUINTILE_WQ5,,,,13778,,,11905,,15846,13 778 [11 905-15 846],,,EN,2025-04-14T18:30:00.000Z
CM_01,Number of under-five deaths,numeric,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,2013,false,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Q4,WEALTHQUINTILE_WQ4,,,,16745,,,14673,,18984,16 745 [14 673-18 984],,,EN,2025-04-14T18:30:00.000Z
CM_01,Number of under-five deaths,numeric,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,2013,false,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Q3,WEALTHQUINTILE_WQ3,,,,20351,,,18142,,22702,20 351 [18 142-22 702],,,EN,2025-04-14T18:30:00.000Z
CM_01,Number of under-five deaths,numeric,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,2013,false,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Q2,WEALTHQUINTILE_WQ2,,,,21529,,,18998,,24195,21 529 [18 998-24 195],,,EN,2025-04-14T18:30:00.000Z
CM_01,Number of under-five deaths,numeric,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,2013,false,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Q1 (Poorest),WEALTHQUINTILE_WQ1,,,,24032,,,21149,,27198,24 032 [21 149-27 198],,,EN,2025-04-14T18:30:00.000Z
CM_01,Number of under-five deaths,numeric,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,2013,false,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Total,WEALTHQUINTILE_TOTL,,,,96435,,,87336,,106159,96 435 [87 336-106 159],,,EN,2025-04-14T18:30:00.000Z
WHOSIS_000016,Mortality rate among children ages 5 to 9 years (per 1000 children aged 5),numeric,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,2013,false,Sex,Both sexes,SEX_BTSX,Age Group,5-9 years,AGEGROUP_YEARS05-09,,,,,,,4.88,,,4.15,,5.72,4.9 [4.1-5.7],,,EN,2025-04-14T18:30:00.000Z
CM_04,Number of deaths among children ages 5 to 9 years,numeric,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,2013,false,Sex,Both sexes,SEX_BTSX,Age Group,5-9 years,AGEGROUP_YEARS05-09,,,,,,,4801,,,4077,,5626,4801 [4077-5626],,,EN,2025-04-14T18:30:00.000Z
WHOSIS_000003,Neonatal mortality rate (per 1000 live births),text,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,2012,false,Sex,Both sexes,SEX_BTSX,Age Group,0-27 days,AGEGROUP_DAYS0-27,,,,,,,45.46,,,40.9,,50.23,45.5 [40.9-50.2],,,EN,2025-04-14T18:30:00.000Z
CM_03,Number of neonatal deaths,numeric,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,2012,false,Sex,Both sexes,SEX_BTSX,Age Group,0-27 days,AGEGROUP_DAYS0-27,,,,,,,56463,,,50800,,62384,56 463 [50 800-62 384],,,EN,2025-04-14T18:30:00.000Z
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),numeric,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,2012,false,Sex,Both sexes,SEX_BTSX,Age Group,0 to 11 months,AGEGROUP_MONTHS0-11,,,,,,,71.26,,,64.86,,78.08,71.3 [64.9-78.1],,,EN,2025-04-14T18:30:00.000Z
CM_02,Number of infant deaths,numeric,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,2012,false,Sex,Both sexes,SEX_BTSX,Age Group,0 to 11 months,AGEGROUP_MONTHS0-11,,,,,,,86133,,,78485,,94270,86 133 [78 485-94 270],,,EN,2025-04-14T18:30:00.000Z
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),text,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,2012,false,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Q1 (Poorest),WEALTHQUINTILE_WQ1,,,,102.1,,,90.38,,114.8,102.1 [90.4-114.8],,,EN,2025-04-14T18:30:00.000Z
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),text,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,2012,false,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Q5 (Richest),WEALTHQUINTILE_WQ5,,,,57.95,,,50.42,,66.45,58.0 [50.4-66.5],,,EN,2025-04-14T18:30:00.000Z
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),text,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,2012,false,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Q4,WEALTHQUINTILE_WQ4,,,,69.89,,,61.56,,78.77,69.9 [61.6-78.8],,,EN,2025-04-14T18:30:00.000Z
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),text,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,2012,false,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Total,WEALTHQUINTILE_TOTL,,,,81.21,,,73.91,,88.98,81.2 [73.9-89.0],,,EN,2025-04-14T18:30:00.000Z
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),text,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,2012,false,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Q3,WEALTHQUINTILE_WQ3,,,,85.79,,,76.91,,95.26,85.8 [76.9-95.3],,,EN,2025-04-14T18:30:00.000Z
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),text,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,2012,false,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Q2,WEALTHQUINTILE_WQ2,,,,90.36,,,80.15,,101.4,90.4 [80.1-101.4],,,EN,2025-04-14T18:30:00.000Z
CM_01,Number of under-five deaths,numeric,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,2012,false,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Q5 (Richest),WEALTHQUINTILE_WQ5,,,,13926,,,12123,,15956,13 926 [12 123-15 956],,,EN,2025-04-14T18:30:00.000Z
CM_01,Number of under-five deaths,numeric,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,2012,false,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Q4,WEALTHQUINTILE_WQ4,,,,16795,,,14800,,18917,16 795 [14 800-18 917],,,EN,2025-04-14T18:30:00.000Z
CM_01,Number of under-five deaths,numeric,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,2012,false,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Q3,WEALTHQUINTILE_WQ3,,,,20616,,,18493,,22873,20 616 [18 493-22 873],,,EN,2025-04-14T18:30:00.000Z
CM_01,Number of under-five deaths,numeric,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,2012,false,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Q2,WEALTHQUINTILE_WQ2,,,,21714,,,19268,,24339,21 714 [19 268-24 339],,,EN,2025-04-14T18:30:00.000Z
CM_01,Number of under-five deaths,numeric,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,2012,false,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Q1 (Poorest),WEALTHQUINTILE_WQ1,,,,24525,,,21735,,27563,24 525 [21 735-27 563],,,EN,2025-04-14T18:30:00.000Z
CM_01,Number of under-five deaths,numeric,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,2012,false,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Total,WEALTHQUINTILE_TOTL,,,,97575,,,88903,,106819,97 575 [88 903-106 819],,,EN,2025-04-14T18:30:00.000Z
WHOSIS_000016,Mortality rate among children ages 5 to 9 years (per 1000 children aged 5),numeric,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,2012,false,Sex,Both sexes,SEX_BTSX,Age Group,5-9 years,AGEGROUP_YEARS05-09,,,,,,,4.69,,,4.01,,5.45,4.7 [4.0-5.5],,,EN,2025-04-14T18:30:00.000Z
CM_04,Number of deaths among children ages 5 to 9 years,numeric,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,2012,false,Sex,Both sexes,SEX_BTSX,Age Group,5-9 years,AGEGROUP_YEARS05-09,,,,,,,4524,,,3867,,5265,4524 [3867-5265],,,EN,2025-04-14T18:30:00.000Z
WHOSIS_000003,Neonatal mortality rate (per 1000 live births),text,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,2011,false,Sex,Both sexes,SEX_BTSX,Age Group,0-27 days,AGEGROUP_DAYS0-27,,,,,,,46.8,,,42.34,,51.48,46.8 [42.3-51.5],,,EN,2025-04-14T18:30:00.000Z
CM_03,Number of neonatal deaths,numeric,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,2011,false,Sex,Both sexes,SEX_BTSX,Age Group,0-27 days,AGEGROUP_DAYS0-27,,,,,,,56214,,,50864,,61830,56 214 [50 864-61 830],,,EN,2025-04-14T18:30:00.000Z
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),numeric,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,2011,false,Sex,Both sexes,SEX_BTSX,Age Group,0 to 11 months,AGEGROUP_MONTHS0-11,,,,,,,74,,,67.71,,80.68,74.0 [67.7-80.7],,,EN,2025-04-14T18:30:00.000Z
CM_02,Number of infant deaths,numeric,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,2011,false,Sex,Both sexes,SEX_BTSX,Age Group,0 to 11 months,AGEGROUP_MONTHS0-11,,,,,,,87085,,,79761,,94845,87 085 [79 761-94 845],,,EN,2025-04-14T18:30:00.000Z
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),text,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,2011,false,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Q1 (Poorest),WEALTHQUINTILE_WQ1,,,,107.2,,,95.49,,119.9,107.2 [95.5-119.9],,,EN,2025-04-14T18:30:00.000Z
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),text,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,2011,false,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Q5 (Richest),WEALTHQUINTILE_WQ5,,,,60.21,,,52.63,,68.8,60.2 [52.6-68.8],,,EN,2025-04-14T18:30:00.000Z
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),text,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,2011,false,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Q4,WEALTHQUINTILE_WQ4,,,,72.2,,,63.81,,81.13,72.2 [63.8-81.1],,,EN,2025-04-14T18:30:00.000Z
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),text,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,2011,false,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Total,WEALTHQUINTILE_TOTL,,,,84.63,,,77.44,,92.27,84.6 [77.4-92.3],,,EN,2025-04-14T18:30:00.000Z
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),text,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,2011,false,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Q3,WEALTHQUINTILE_WQ3,,,,89.42,,,80.69,,98.69,89.4 [80.7-98.7],,,EN,2025-04-14T18:30:00.000Z
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),text,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,2011,false,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Q2,WEALTHQUINTILE_WQ2,,,,94.12,,,83.71,,105.2,94.1 [83.7-105.2],,,EN,2025-04-14T18:30:00.000Z
CM_01,Number of under-five deaths,numeric,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,2011,false,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Q5 (Richest),WEALTHQUINTILE_WQ5,,,,14107,,,12334,,16113,14 107 [12 334-16 113],,,EN,2025-04-14T18:30:00.000Z
CM_01,Number of under-five deaths,numeric,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,2011,false,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Q4,WEALTHQUINTILE_WQ4,,,,16916,,,14958,,19001,16 916 [14 958-19 001],,,EN,2025-04-14T18:30:00.000Z
CM_01,Number of under-five deaths,numeric,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,2011,false,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Q3,WEALTHQUINTILE_WQ3,,,,20949,,,18917,,23099,20 949 [18 917-23 099],,,EN,2025-04-14T18:30:00.000Z
CM_01,Number of under-five deaths,numeric,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,2011,false,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Q2,WEALTHQUINTILE_WQ2,,,,22050,,,19632,,24637,22 050 [19 632-24 637],,,EN,2025-04-14T18:30:00.000Z
CM_01,Number of under-five deaths,numeric,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,2011,false,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Q1 (Poorest),WEALTHQUINTILE_WQ1,,,,25114,,,22390,,28064,25 114 [22 390-28 064],,,EN,2025-04-14T18:30:00.000Z
CM_01,Number of under-five deaths,numeric,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,2011,false,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Total,WEALTHQUINTILE_TOTL,,,,99136,,,90790,,107985,99 136 [90 790-107 985],,,EN,2025-04-14T18:30:00.000Z
WHOSIS_000016,Mortality rate among children ages 5 to 9 years (per 1000 children aged 5),numeric,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,2011,false,Sex,Both sexes,SEX_BTSX,Age Group,5-9 years,AGEGROUP_YEARS05-09,,,,,,,5.04,,,4.34,,5.84,5.0 [4.3-5.8],,,EN,2025-04-14T18:30:00.000Z
CM_04,Number of deaths among children ages 5 to 9 years,numeric,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,2011,false,Sex,Both sexes,SEX_BTSX,Age Group,5-9 years,AGEGROUP_YEARS05-09,,,,,,,4746,,,4083,,5494,4746 [4083-5494],,,EN,2025-04-14T18:30:00.000Z
WHOSIS_000003,Neonatal mortality rate (per 1000 live births),text,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,2010,false,Sex,Both sexes,SEX_BTSX,Age Group,0-27 days,AGEGROUP_DAYS0-27,,,,,,,48.18,,,43.85,,52.85,48.2 [43.8-52.9],,,EN,2025-04-14T18:30:00.000Z
CM_03,Number of neonatal deaths,numeric,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,2010,false,Sex,Both sexes,SEX_BTSX,Age Group,0-27 days,AGEGROUP_DAYS0-27,,,,,,,56841,,,51731,,62352,56 841 [51 731-62 352],,,EN,2025-04-14T18:30:00.000Z
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),numeric,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,2010,false,Sex,Both sexes,SEX_BTSX,Age Group,0 to 11 months,AGEGROUP_MONTHS0-11,,,,,,,76.91,,,70.75,,83.45,76.9 [70.8-83.5],,,EN,2025-04-14T18:30:00.000Z
CM_02,Number of infant deaths,numeric,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,2010,false,Sex,Both sexes,SEX_BTSX,Age Group,0 to 11 months,AGEGROUP_MONTHS0-11,,,,,,,88784,,,81754,,96218,88 784 [81 754-96 218],,,EN,2025-04-14T18:30:00.000Z
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),text,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,2010,false,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Q1 (Poorest),WEALTHQUINTILE_WQ1,,,,112.7,,,100.8,,125.5,112.7 [100.8-125.5],,,EN,2025-04-14T18:30:00.000Z
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),text,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,2010,false,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Q5 (Richest),WEALTHQUINTILE_WQ5,,,,62.65,,,55.04,,71.2,62.7 [55.0-71.2],,,EN,2025-04-14T18:30:00.000Z
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),text,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,2010,false,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Q4,WEALTHQUINTILE_WQ4,,,,74.71,,,66.08,,83.81,74.7 [66.1-83.8],,,EN,2025-04-14T18:30:00.000Z
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),text,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,2010,false,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Total,WEALTHQUINTILE_TOTL,,,,88.3,,,81.23,,95.81,88.3 [81.2-95.8],,,EN,2025-04-14T18:30:00.000Z
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),text,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,2010,false,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Q3,WEALTHQUINTILE_WQ3,,,,93.36,,,84.6,,102.6,93.4 [84.6-102.6],,,EN,2025-04-14T18:30:00.000Z
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),text,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,2010,false,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Q2,WEALTHQUINTILE_WQ2,,,,98.07,,,87.69,,109.1,98.1 [87.7-109.1],,,EN,2025-04-14T18:30:00.000Z
CM_01,Number of under-five deaths,numeric,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,2010,false,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Total,WEALTHQUINTILE_TOTL,,,,101519,,,93450,,110033,101 519 [93 450-110 033],,,EN,2025-04-14T18:30:00.000Z
CM_01,Number of under-five deaths,numeric,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,2010,false,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Q5 (Richest),WEALTHQUINTILE_WQ5,,,,14406,,,12664,,16363,14 406 [12 664-16 363],,,EN,2025-04-14T18:30:00.000Z
CM_01,Number of under-five deaths,numeric,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,2010,false,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Q4,WEALTHQUINTILE_WQ4,,,,17179,,,15207,,19262,17 179 [15 207-19 262],,,EN,2025-04-14T18:30:00.000Z
CM_01,Number of under-five deaths,numeric,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,2010,false,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Q3,WEALTHQUINTILE_WQ3,,,,21468,,,19462,,23566,21 468 [19 462-23 566],,,EN,2025-04-14T18:30:00.000Z
CM_01,Number of under-five deaths,numeric,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,2010,false,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Q2,WEALTHQUINTILE_WQ2,,,,22550,,,20176,,25079,22 550 [20 176-25 079],,,EN,2025-04-14T18:30:00.000Z
CM_01,Number of under-five deaths,numeric,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,2010,false,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Q1 (Poorest),WEALTHQUINTILE_WQ1,,,,25916,,,23180,,28835,25 916 [23 180-28 835],,,EN,2025-04-14T18:30:00.000Z
WHOSIS_000016,Mortality rate among children ages 5 to 9 years (per 1000 children aged 5),numeric,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,2010,false,Sex,Both sexes,SEX_BTSX,Age Group,5-9 years,AGEGROUP_YEARS05-09,,,,,,,5.34,,,4.62,,6.16,5.3 [4.6-6.2],,,EN,2025-04-14T18:30:00.000Z
CM_04,Number of deaths among children ages 5 to 9 years,numeric,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,2010,false,Sex,Both sexes,SEX_BTSX,Age Group,5-9 years,AGEGROUP_YEARS05-09,,,,,,,4914,,,4249,,5666,4914 [4249-5666],,,EN,2025-04-14T18:30:00.000Z
WHOSIS_000003,Neonatal mortality rate (per 1000 live births),text,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,2009,false,Sex,Both sexes,SEX_BTSX,Age Group,0-27 days,AGEGROUP_DAYS0-27,,,,,,,49.62,,,45.33,,54.24,49.6 [45.3-54.2],,,EN,2025-04-14T18:30:00.000Z
CM_03,Number of neonatal deaths,numeric,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,2009,false,Sex,Both sexes,SEX_BTSX,Age Group,0-27 days,AGEGROUP_DAYS0-27,,,,,,,57378,,,52423,,62716,57 378 [52 423-62 716],,,EN,2025-04-14T18:30:00.000Z
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),numeric,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,2009,false,Sex,Both sexes,SEX_BTSX,Age Group,0 to 11 months,AGEGROUP_MONTHS0-11,,,,,,,80,,,73.98,,86.39,80.0 [74.0-86.4],,,EN,2025-04-14T18:30:00.000Z
CM_02,Number of infant deaths,numeric,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,2009,false,Sex,Both sexes,SEX_BTSX,Age Group,0 to 11 months,AGEGROUP_MONTHS0-11,,,,,,,90160,,,83456,,97259,90 160 [83 456-97 259],,,EN,2025-04-14T18:30:00.000Z
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),text,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,2009,false,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Q2,WEALTHQUINTILE_WQ2,,,,102.3,,,91.95,,113.6,102.3 [91.9-113.6],,,EN,2025-04-14T18:30:00.000Z
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),text,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,2009,false,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Q1 (Poorest),WEALTHQUINTILE_WQ1,,,,118.5,,,106.4,,131.9,118.5 [106.4-131.9],,,EN,2025-04-14T18:30:00.000Z
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),text,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,2009,false,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Q5 (Richest),WEALTHQUINTILE_WQ5,,,,65.26,,,57.64,,73.84,65.3 [57.6-73.8],,,EN,2025-04-14T18:30:00.000Z
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),text,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,2009,false,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Q4,WEALTHQUINTILE_WQ4,,,,77.41,,,68.85,,86.6,77.4 [68.8-86.6],,,EN,2025-04-14T18:30:00.000Z
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),text,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,2009,false,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Total,WEALTHQUINTILE_TOTL,,,,92.2,,,85.26,,99.57,92.2 [85.3-99.6],,,EN,2025-04-14T18:30:00.000Z
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),text,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,2009,false,Sex,Both sexes,SEX_BTSX,Age Group,< 5 years,AGEGROUP_YEARSUNDER5,Wealth Quintile,Q3,WEALTHQUINTILE_WQ3,,,,97.55,,,88.6,,106.9,97.6 [88.6-106.9],,,EN,2025-04-14T18:30:00.000Z
